Date,Campaign,Campaign Type,Creative Format,Region,Country,Impressions,Clicks,CTR,Frequency,Reach,Spends,CPC,CPM,Views,Completion Rate,CPCV,CPS,Conversions,Revenue,ROAS,Viewability
27-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Muscat,Oman,37729,282,0.75%,3.00,12560,237.69,0.84,6.3,,,,,,,,90.73%
27-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of Oman,Oman,21964,138,0.63%,2.87,7665,138.37,1.00,6.3,,,,,,,,91.92%
27-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain EN,Bahrain,24335,171,0.70%,2.89,8409,153.31,0.90,6.3,,,,,,,,90.35%
27-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain AR,Bahrain,16838,105,0.62%,2.95,5708,106.08,1.01,6.3,,,,,,,,91.51%
27-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Dubai,United Arab Emirates,38919,238,0.61%,2.83,13740,268.54,1.13,6.9,,,,,,,,90.78%
27-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Abu Dhabi,United Arab Emirates,37353,256,0.69%,2.95,12649,257.74,1.01,6.9,,,,,,,,90.87%
27-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"15,710",86,0.55%,2.89,5427,108.40,1.26,6.9,,,,,,,,91.89%
27-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Muscat,Oman,28680,195,0.68%,3.00,9548,180.68,0.93,6.3,,,,,,,,89.65%
27-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of Oman,Oman,16697,95,0.57%,2.87,5827,105.19,1.11,6.3,,,,,,,,90.00%
27-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain EN,Bahrain,18499,118,0.64%,2.89,6393,116.54,0.99,6.3,,,,,,,,89.07%
27-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain AR,Bahrain,12800,72,0.56%,2.95,4339,80.64,1.12,6.3,,,,,,,,90.61%
28-Apr-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Dubai,United Arab Emirates,18701,108,0.58%,3.02,6189,129.04,1.19,6.9,,,,,,,,90.08%
28-Apr-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Abu Dhabi,United Arab Emirates,26260,153,0.58%,2.90,9045,181.19,1.18,6.9,,,,,,,,89.44%
28-Apr-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,"15,852",73,0.46%,2.97,5332,109.38,1.50,6.9,,,,,,,,90.64%
28-Apr-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Muscat,Oman,21867,129,0.59%,2.93,7453,137.76,1.07,6.3,,,,,,,,90.29%
28-Apr-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of Oman,Oman,12388,70,0.57%,2.97,4172,78.04,1.11,6.3,,,,,,,,91.03%
28-Apr-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain EN,Bahrain,14675,77,0.52%,2.85,5144,92.45,1.20,6.3,,,,,,,,89.67%
28-Apr-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain AR,Bahrain,6175,28,0.45%,2.90,2131,38.90,1.39,6.3,,,,,,,,91.41%
28-Apr-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Dubai,United Arab Emirates,10339,63,0.61%,3.02,3421,71.34,1.13,6.9,,,,,,,,89.68%
28-Apr-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Abu Dhabi,United Arab Emirates,14517,90,0.62%,2.90,5001,100.17,1.11,6.9,,,,,,,,91.11%
28-Apr-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,"8,763",43,0.49%,2.97,2948,60.46,1.41,6.9,,,,,,,,89.60%
28-Apr-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Muscat,Oman,12089,76,0.63%,2.93,4121,76.16,1.00,6.3,,,,,,,,91.46%
28-Apr-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of Oman,Oman,6849,41,0.60%,2.97,2306,43.15,1.05,6.3,,,,,,,,89.19%
28-Apr-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain EN,Bahrain,8113,45,0.55%,2.85,2844,51.11,1.14,6.3,,,,,,,,89.28%
28-Apr-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain AR,Bahrain,3414,17,0.50%,2.90,1178,21.51,1.27,6.3,,,,,,,,91.53%
28-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Dubai,United Arab Emirates,32464,234,0.72%,3.02,10743,224.00,0.96,6.9,,,,,,,,89.01%
28-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Abu Dhabi,United Arab Emirates,45585,332,0.73%,2.90,15702,314.54,0.95,6.9,,,,,,,,89.87%
28-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"27,517",158,0.57%,2.97,9256,189.87,1.20,6.9,,,,,,,,91.98%
28-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Muscat,Oman,37960,279,0.73%,2.93,12938,239.15,0.86,6.3,,,,,,,,90.36%
28-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of Oman,Oman,21505,151,0.70%,2.97,7242,135.48,0.90,6.3,,,,,,,,90.80%
28-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain EN,Bahrain,25475,167,0.66%,2.85,8930,160.49,0.96,6.3,,,,,,,,91.77%
28-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain AR,Bahrain,10719,61,0.57%,2.90,3700,67.53,1.11,6.3,,,,,,,,90.87%
28-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Dubai,United Arab Emirates,24807,166,0.67%,3.02,8209,171.17,1.03,6.9,,,,,,,,90.80%
28-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Abu Dhabi,United Arab Emirates,34832,237,0.68%,2.90,11998,240.34,1.01,6.9,,,,,,,,89.75%
28-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"21,027",113,0.54%,2.97,7073,145.09,1.28,6.9,,,,,,,,91.28%
28-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Muscat,Oman,29006,199,0.69%,2.93,9887,182.74,0.92,6.3,,,,,,,,90.84%
28-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of Oman,Oman,16433,108,0.66%,2.97,5534,103.53,0.96,6.3,,,,,,,,91.44%
28-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain EN,Bahrain,19466,119,0.61%,2.85,6824,122.64,1.03,6.3,,,,,,,,90.93%
28-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain AR,Bahrain,8190,44,0.54%,2.90,2827,51.60,1.17,6.3,,,,,,,,91.73%
29-Apr-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Dubai,United Arab Emirates,38362,204,0.53%,2.86,13418,264.70,1.30,6.9,,,,,,,,91.89%
29-Apr-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Abu Dhabi,United Arab Emirates,24081,123,0.51%,3.02,7972,166.16,1.35,6.9,,,,,,,,89.56%
29-Apr-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,"14,747",76,0.52%,2.78,5299,101.75,1.34,6.9,,,,,,,,89.39%
29-Apr-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Muscat,Oman,18294,87,0.48%,3.03,6041,115.25,1.32,6.3,,,,,,,,89.82%
29-Apr-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of Oman,Oman,8679,42,0.48%,2.82,3073,54.68,1.30,6.3,,,,,,,,91.90%
29-Apr-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain EN,Bahrain,14832,71,0.48%,2.96,5011,93.44,1.32,6.3,,,,,,,,89.25%
29-Apr-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain AR,Bahrain,7031,30,0.43%,2.84,2473,44.30,1.48,6.3,,,,,,,,89.94%
29-Apr-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Dubai,United Arab Emirates,23207,161,0.69%,2.86,8117,160.13,0.99,6.9,,,,,,,,91.46%
29-Apr-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Abu Dhabi,United Arab Emirates,14568,97,0.67%,3.02,4823,100.52,1.04,6.9,,,,,,,,91.13%
29-Apr-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,"8,921",60,0.67%,2.78,3206,61.55,1.03,6.9,,,,,,,,91.55%
29-Apr-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Muscat,Oman,11067,69,0.62%,3.03,3655,69.72,1.01,6.3,,,,,,,,89.82%
29-Apr-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of Oman,Oman,5250,33,0.63%,2.82,1859,33.08,1.00,6.3,,,,,,,,90.47%
29-Apr-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain EN,Bahrain,8972,56,0.62%,2.96,3031,56.52,1.01,6.3,,,,,,,,91.82%
29-Apr-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain AR,Bahrain,4253,24,0.56%,2.84,1496,26.79,1.12,6.3,,,,,,,,89.07%
29-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Dubai,United Arab Emirates,77757,571,0.73%,2.86,27197,536.52,0.94,6.9,,,,,,,,89.19%
29-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Abu Dhabi,United Arab Emirates,48810,345,0.71%,3.02,16159,336.79,0.98,6.9,,,,,,,,89.69%
29-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"29,891",211,0.71%,2.78,10740,206.25,0.98,6.9,,,,,,,,89.56%
29-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Muscat,Oman,37080,244,0.66%,3.03,12245,233.60,0.96,6.3,,,,,,,,90.22%
29-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of Oman,Oman,17592,117,0.67%,2.82,6229,110.83,0.95,6.3,,,,,,,,90.90%
29-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain EN,Bahrain,30062,199,0.66%,2.96,10157,189.39,0.95,6.3,,,,,,,,91.88%
29-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain AR,Bahrain,14250,84,0.59%,2.84,5012,89.78,1.07,6.3,,,,,,,,89.11%
29-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Dubai,United Arab Emirates,70436,430,0.61%,2.86,24637,486.01,1.13,6.9,,,,,,,,90.29%
29-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Abu Dhabi,United Arab Emirates,44214,259,0.59%,3.02,14638,305.08,1.18,6.9,,,,,,,,89.16%
29-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"27,076",159,0.59%,2.78,9729,186.82,1.17,6.9,,,,,,,,89.69%
29-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Muscat,Oman,33589,183,0.54%,3.03,11092,211.61,1.16,6.3,,,,,,,,90.10%
29-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of Oman,Oman,15936,88,0.55%,2.82,5642,100.40,1.14,6.3,,,,,,,,90.03%
29-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain EN,Bahrain,27232,149,0.55%,2.96,9201,171.56,1.15,6.3,,,,,,,,89.64%
29-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain AR,Bahrain,12909,63,0.49%,2.84,4541,81.33,1.29,6.3,,,,,,,,91.99%
30-Apr-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Dubai,United Arab Emirates,33153,203,0.61%,2.99,11071,228.76,1.13,6.9,,,,,,,,89.60%
30-Apr-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Abu Dhabi,United Arab Emirates,30236,193,0.64%,3.06,9875,208.63,1.08,6.9,,,,,,,,89.38%
30-Apr-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,"16,308",91,0.56%,2.69,6066,112.53,1.24,6.9,,,,,,,,91.60%
30-Apr-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Muscat,Oman,20773,117,0.56%,2.71,7666,130.87,1.12,6.3,,,,,,,,89.42%
30-Apr-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of Oman,Oman,11227,59,0.53%,2.81,4001,70.73,1.20,6.3,,,,,,,,90.42%
30-Apr-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain EN,Bahrain,14178,84,0.59%,2.97,4780,89.32,1.06,6.3,,,,,,,,90.47%
30-Apr-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain AR,Bahrain,6612,38,0.57%,3.08,2147,41.66,1.10,6.3,,,,,,,,91.38%
30-Apr-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Dubai,United Arab Emirates,31568,210,0.67%,2.99,10542,217.82,1.04,6.9,,,,,,,,90.11%
30-Apr-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Abu Dhabi,United Arab Emirates,28790,200,0.69%,3.06,9403,198.65,0.99,6.9,,,,,,,,91.26%
30-Apr-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,"15,528",94,0.61%,2.69,5775,107.14,1.14,6.9,,,,,,,,91.98%
30-Apr-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Muscat,Oman,19780,121,0.61%,2.71,7300,124.61,1.03,6.3,,,,,,,,90.44%
30-Apr-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of Oman,Oman,10690,61,0.57%,2.81,3809,67.35,1.10,6.3,,,,,,,,91.11%
30-Apr-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain EN,Bahrain,13500,87,0.64%,2.97,4552,85.05,0.98,6.3,,,,,,,,90.14%
30-Apr-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain AR,Bahrain,6296,39,0.62%,3.08,2044,39.66,1.02,6.3,,,,,,,,89.08%
30-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Dubai,United Arab Emirates,48000,361,0.75%,2.99,16030,331.20,0.92,6.9,,,,,,,,90.44%
30-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Abu Dhabi,United Arab Emirates,43777,343,0.78%,3.06,14297,302.06,0.88,6.9,,,,,,,,91.81%
30-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"23,611",162,0.69%,2.69,8782,162.92,1.01,6.9,,,,,,,,89.08%
30-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Muscat,Oman,30076,208,0.69%,2.71,11100,189.48,0.91,6.3,,,,,,,,90.43%
30-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Rest Of Oman,Oman,16255,105,0.65%,2.81,5792,102.41,0.98,6.3,,,,,,,,91.66%
30-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain EN,Bahrain,20528,150,0.73%,2.97,6921,129.33,0.86,6.3,,,,,,,,90.46%
30-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Horizontal Product Slider,Bahrain AR,Bahrain,9574,67,0.70%,3.08,3108,60.32,0.90,6.3,,,,,,,,91.89%
30-Apr-26,DanubeH_Dubai&Sharjah_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Dubai,United Arab Emirates,31423,213,0.68%,2.99,10494,216.82,1.02,6.9,,,,,,,,91.60%
30-Apr-26,DanubeH_Abu Dhabi & Al Ain_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Abu Dhabi,United Arab Emirates,28658,203,0.71%,3.06,9360,197.74,0.97,6.9,,,,,,,,89.34%
30-Apr-26,DanubeH_Rest Of United Arab Emirates_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of United Arab Emirates,United Arab Emirates,"15,457",95,0.61%,2.69,5749,106.65,1.12,6.9,,,,,,,,90.53%
30-Apr-26,DanubeH_Muscat_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Muscat,Oman,19689,123,0.62%,2.71,7266,124.04,1.01,6.3,,,,,,,,90.75%
30-Apr-26,DanubeH_Rest Of Oman_HTML_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Rest Of Oman,Oman,10641,62,0.58%,2.81,3792,67.04,1.08,6.3,,,,,,,,89.47%
30-Apr-26,DanubeH_BH_HTML_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain EN,Bahrain,13438,89,0.66%,2.97,4531,84.66,0.95,6.3,,,,,,,,89.33%
30-Apr-26,DanubeH_BH_HTML_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,HTML-Vertical Product Slider,Bahrain AR,Bahrain,6267,40,0.64%,3.08,2035,39.48,0.99,6.3,,,,,,,,90.16%
1-May-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Dubai,United Arab Emirates,42784,224,0.52%,3.01,14218,295.21,1.32,6.9,,,,,,,,91.83%
1-May-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Abu Dhabi,United Arab Emirates,41726,231,0.55%,3.02,13817,287.91,1.25,6.9,,,,,,,,91.01%
1-May-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,"22,694",127,0.56%,2.76,8235,156.59,1.23,6.9,,,,,,,,91.52%
1-May-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Muscat,Oman,24752,139,0.56%,2.80,8832,155.94,1.12,6.3,,,,,,,,90.78%
1-May-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Native,Rest Of Oman,Oman,9385,42,0.45%,2.62,3586,59.13,1.41,6.3,,,,,,,,89.26%
1-May-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain EN,Bahrain,17607,89,0.51%,2.81,6256,110.92,1.25,6.3,,,,,,,,90.00%
1-May-26,DanubeH_BH_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Native,Bahrain AR,Bahrain,6821,40,0.59%,3.31,2058,42.97,1.07,6.3,,,,,,,,90.45%
1-May-26,DanubeH_Dubai&Sharjah_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Dubai,United Arab Emirates,40737,233,0.57%,3.01,13538,281.09,1.21,6.9,,,,,,,,90.49%
1-May-26,DanubeH_Abu Dhabi & Al Ain_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Abu Dhabi,United Arab Emirates,39730,240,0.60%,3.02,13156,274.14,1.14,6.9,,,,,,,,91.73%
1-May-26,DanubeH_Rest Of United Arab Emirates_Static_AW_Open_AR_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,"21,609",132,0.61%,2.76,7841,149.10,1.13,6.9,,,,,,,,89.03%
1-May-26,DanubeH_Muscat_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Muscat,Oman,23569,144,0.61%,2.80,8409,148.48,1.03,6.3,,,,,,,,90.19%
1-May-26,DanubeH_Rest Of Oman_Static_AW_Open_AR_NaseemSummerSale_PROS_23Apr26_DAN007,Awareness,Display,Rest Of Oman,Oman,8936,44,0.49%,2.62,3415,56.30,1.28,6.3,,,,,,,,91.21%
1-May-26,DanubeH_BH_Static_AW_Open_EN_PayWeekSale_PROS_23Apr26_DAN007,Awareness,Display,Bahrain EN,Bahrain,16765,92,0.55%,2.81,5957,105.62,1.15,6.3,,,,,,,,89.75%
